#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	SRR11047625	SRR11047626	SRR11047627	SRR11047628	SRR11047629	SRR11047631	SRR11047632	SRR11047633	SRR11047634	SRR11047635	SRR11047636	SRR11047637	SRR11047639	SRR11047640	SRR11047641	SRR11047642	SRR11047643	SRR11047644	SRR11047645	SRR11047647	SRR11047648	SRR11047649	SRR11047650	SRR11047651	SRR11047653	SRR11047654	SRR11047655	SRR11047656	SRR11047657	SRR11047658	SRR11047659	SRR11047660	SRR11047661	SRR11047662	SRR11047663	SRR11047664	SRR11047665	SRR11047666	SRR11047667	SRR11047668	SRR11047669	SRR11047670	SRR11047671	SRR11047672
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4714	0.0	0.0	0.0	0.000918	0.0	0.0	0.208422	0.005027	0.0	0.0	0.0	0.0	0.0	0.0	0.14757	0.139999	0.0	0.0	0.0	0.0	0.0	0.0	0.072114	0.0	0.0	0.0	0.0	0.0	0.0235	0.0	0.0	0.0	0.0	0.191678	0.0	0.010102	0.0	0.121253	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Clostridium_innocuum	0.0	0.0	0.0	0.000805	0.0	0.006748	0.0	0.000204	0.001677	0.0	0.0	0.0	0.000383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071403	0.001795	0.0	0.0	0.014354	0.0	0.013253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158479	0.015891	0.0	0.0	0.014773	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__SGB1829	0.0	0.0	0.0	8.537034	0.0	0.0	0.0	6.647839	0.0	0.0	0.0	0.004778	0.0	0.0	0.0	0.0	0.0	0.0	2.491338	0.0	0.0	0.0	10.14515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.552229	0.0	0.0	0.0	7.018997	0.0	9.335488	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei|t__SGB1815	0.0	0.0	0.0	1.32458	0.0	0.0	0.0	0.490223	0.0	14.103247	0.0	0.469062	0.229266	0.0	0.0	1.809876	0.0	0.0	0.0	4.907675	0.0	1.656307	1.758589	0.0	0.0	0.0	0.126357	0.0	0.021362	0.0	0.0	4.002763	0.0	0.0	0.0	0.0	0.0	10.425552	0.0	0.0	0.0	0.0	25.221564	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii|t__SGB1858	0.0	0.0	0.0	0.814887	0.0	0.111916	0.0	0.0	0.0	0.0	0.0	0.068256	0.0	0.0	0.105814	0.108373	0.0	0.0	0.074275	0.486325	0.0	0.0	0.057561	0.0	0.0	0.0	0.658939	0.413361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM22_11AC|t__SGB4749	0.0	0.0	0.0	0.589937	0.0	0.0	0.204879	0.228701	0.001174	0.032001	0.01729	0.0	0.0	0.0	0.037495	0.083229	0.020134	0.0	0.029178	0.043287	0.0	0.0	0.147304	0.0	0.0	0.0	0.0	0.0	0.1605	0.0	0.180758	0.0	2.057223	0.020482	0.0	0.01804	0.0	0.0	0.0	0.0	0.0	3.348291	0.099879	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_intestini|t__SGB4659	0.0	0.0	0.0	0.426448	0.0	0.048747	0.0	0.0	0.009981	0.0	0.0	0.0	0.103191	0.0	0.047516	0.370877	0.460396	0.0	0.0	0.0	0.0	0.0	0.06405	0.0	0.0	0.0	0.0	0.004135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.774718	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza|t__SGB5089	0.0	0.0	0.0	0.285204	0.0	0.004184	0.284029	0.277178	0.711312	0.016251	0.0	0.033061	0.0	0.023154	0.186792	0.0	0.001493	0.220968	0.033531	0.0	0.0	0.0	0.01406	0.0	0.252951	0.28272	0.199252	0.165282	0.0	0.0	0.0	0.187081	1.181991	0.044701	0.144054	0.071257	0.965191	0.0	0.128509	0.004981	0.0	0.719699	0.888877	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum|s__Anaerotignum_SGB5191|t__SGB5191	0.0	0.0	0.0	0.283464	0.0	0.0	0.0	0.166998	0.0	0.095606	0.044987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029759	0.022539	0.0	0.000749	0.174491	0.10235	0.0	0.0	0.0	0.189066	0.0	0.236344	0.0	0.0	0.324444	0.0	0.0	0.093809	0.145337	0.0	3.919167	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB15299	0.0	0.0	0.0	0.142144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007848	0.0	0.0	0.0	0.0	0.023195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.447837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans|t__SGB4940	0.0	0.0	0.0	0.102636	0.000266	0.0	0.032899	0.100261	0.274438	1.272362	0.195376	0.0	0.747677	0.0	0.122834	0.150491	0.001516	0.0	0.095809	0.0	0.107383	0.038388	0.0	0.0	0.144605	0.0	0.0	1.189613	0.098089	0.765502	0.192813	0.061993	0.644232	0.003063	0.744257	0.378046	0.471115	0.0	0.298796	0.077122	0.197171	0.040395	0.0	0.557471
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9759|s__GGB9759_SGB15370|t__SGB15370	0.0	0.0	0.0	0.060668	0.0	0.0	0.011867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014444	0.094498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neopoerus|s__Neopoerus_faecalis|t__SGB15049	0.0	0.0	0.0	0.050657	0.068137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037773	0.008731	0.007992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.103718	0.0	0.031728	0.0	0.0	0.0	0.0	0.014896	0.0	0.0	0.003873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata|t__SGB4583	0.0	0.0	0.0	0.043923	0.0	0.0	0.0	0.029765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077345	0.0	0.0	0.0	0.0	0.0	0.0	0.008743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025288	0.0	0.972047	0.0	0.0	0.0	0.06971	0.002877
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_AF18_31LB|t__SGB4767	0.0	0.0	0.0	0.041144	0.085915	0.0	0.0	0.014722	0.0	0.087431	0.0	0.0	0.0	0.020932	0.159888	0.138512	0.038393	0.0	0.068139	0.022824	0.0	0.0	0.150645	0.0	0.0	0.0	0.084003	0.017894	0.108844	0.001747	0.011787	0.008939	0.0	0.160752	0.14563	0.15546	0.0	0.0	0.0	0.001557	0.023763	0.0	0.0	0.283403
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9715|s__GGB9715_SGB15267|t__SGB15267	0.0	0.0	0.0	0.041033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.308743	0.070908	0.0	0.0	0.0	0.0	0.0	0.870127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.617063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.272682	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominiventricola|s__Hominiventricola_filiformis|t__SGB4768	0.0	0.0	0.0	0.034482	0.051042	0.0	0.027959	0.029964	0.106624	0.108234	0.0	0.0	0.0	0.001878	0.090988	0.062325	0.0	0.0	0.0	0.053688	0.0	0.010762	0.084175	0.156918	0.0	0.0	0.106541	0.0	0.107095	0.040202	0.0	0.012788	0.0	0.092393	0.010461	0.067138	0.0	0.0	0.0	0.0	0.020516	0.0	0.0	0.065024
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Zhenpiania|s__Zhenpiania_hominis|t__SGB14854	0.0	0.0	0.0	0.032861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055152	0.0	0.0	0.0	0.0	0.0	0.047265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021526	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__GGB45656|s__GGB45656_SGB63371|t__SGB63371	0.0	0.0	0.0	0.028142	0.0	0.0	0.0	0.0	0.001947	0.0	0.0	0.002018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.378689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013741	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3680|s__GGB3680_SGB4995|t__SGB4995	0.0	0.0	0.0	0.025605	0.0	0.0	0.0	0.0	0.0	0.002934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.310855	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum|t__SGB4699	0.0	0.0	0.0	0.019136	0.0	0.0	0.0	0.0	0.0	0.001072	0.0	0.0	0.013798	0.001341	0.0	0.0	0.0	0.318568	0.0	0.0	0.149524	0.016842	0.0	0.0	0.006613	0.000479	0.0	0.039611	0.0	0.0	0.003226	0.0	0.0	0.0	0.0	0.0	0.007664	0.0	0.084117	0.0	0.0	0.003379	0.018178	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus|t__SGB4035	0.0	0.0	0.0	0.015561	0.0	0.0	0.0	0.0	0.009987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023732	0.0	0.055641	0.0	0.001731	0.0	0.007096	0.0	0.02979	0.003283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_massiliensis|t__SGB4595	0.0	0.0	0.0	0.015465	0.0	0.0	0.0	0.0	0.043107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005793	0.0	0.0	0.0	0.0	0.003988	0.0	0.0	0.003992	0.0
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9538|s__GGB9538_SGB14941|t__SGB14941	0.0	0.0	0.0	0.014295	0.010881	0.0	0.014944	0.0	0.113076	0.004808	0.031198	0.0	0.001444	0.0	0.0	0.0	0.0	0.0	0.025365	0.0	0.0	0.0	0.027486	0.0	0.150186	0.00551	0.028316	0.0	0.0	0.020975	0.0	0.043381	0.0	0.0	0.164651	0.02407	0.008903	0.0	0.002002	0.0	0.018308	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Thomasclavelia|s__Thomasclavelia_ramosa|t__SGB6744	0.0	0.0	0.0	0.013845	0.003806	0.0	0.000127	0.0	0.0	0.0	0.0	0.015554	0.0	0.0	0.0	0.0	0.0	0.012195	0.0	0.0	0.044422	0.0	0.0	0.020815	0.0	0.0	0.0	0.0	0.0	0.105015	0.0	0.0	0.012878	0.0	0.0	0.031676	0.0	0.0	0.075102	0.0	0.0	0.0	0.078305	0.03787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB6153	0.0	0.0	0.0	0.006449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM29_11AC|t__SGB4701	0.0	0.0	0.0	0.004148	0.0	0.0	0.0	0.0	0.0	0.0	0.02321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002643	0.001267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016366	0.0	0.0	0.0	0.0	0.0	0.012352	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Hydrogeniiclostridium|s__Hydrogeniiclostridium_mannosilyticum|t__SGB14890	0.0	0.0	0.0	0.002777	0.0	0.082614	0.0	0.0	0.000319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048626	0.0	0.0	0.016785	0.0	0.0	0.0	0.0	0.0	0.0	0.001289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006055
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis|t__SGB6846	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004807	0.0	0.0	0.0	0.0	0.069237	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068	0.0	0.0	0.0	0.001345	0.0	0.0	0.0	1.375275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.280328	0.002732	0.201424	0.541017	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4714|t__SGB4714	0.0	0.0	0.0	0.000918	0.0	0.0	0.208422	0.005027	0.0	0.0	0.0	0.0	0.0	0.0	0.14757	0.139999	0.0	0.0	0.0	0.0	0.0	0.0	0.072114	0.0	0.0	0.0	0.0	0.0	0.0235	0.0	0.0	0.0	0.0	0.191678	0.0	0.010102	0.0	0.121253	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Clostridium_innocuum|t__SGB4037	0.0	0.0	0.0	0.000805	0.0	0.006748	0.0	0.000204	0.0	0.0	0.0	0.0	0.000383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071403	0.001795	0.0	0.0	0.013266	0.0	0.013253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158479	0.004682	0.0	0.0	0.014773	0.0
k__Bacteria|p__Pseudomonadota|c__CFGB2404	0.0	0.0	0.0	0.0	7.786786	0.0	5.582958	0.0	0.0	0.0	2.314001	0.0	0.0	0.0	0.0	0.0	2.991717	0.0	0.0	3.429095	0.0	0.0	0.123462	0.0	0.0	0.0	0.0	0.0	0.0	0.790717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB667	0.0	0.0	0.0	0.0	0.142194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.230972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1260	0.0	0.0	0.0	0.0	0.032941	0.0	0.0	0.0	0.016058	0.073272	0.155535	0.0	0.0	0.0	0.0	0.029448	0.0	0.0	0.0	0.03418	0.0	0.011279	0.065966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069416	0.0	0.0	0.001874	0.016289	0.006641	0.0	0.0	0.0	0.0	0.150942	0.0	0.0	0.01618
k__Bacteria|p__Firmicutes|c__CFGB72939	0.0	0.0	0.0	0.0	0.004245	0.009806	0.0	0.013869	0.009506	0.0	0.028066	0.0	0.0	0.000125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007471	0.0	0.0	0.044968	0.0	0.027897	0.0	0.0	0.0	0.003019	0.015007	0.0	0.0	0.0	0.0	0.0	0.0	0.030557	0.0	0.0	0.0	0.009741
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404	0.0	0.0	0.0	0.0	7.786786	0.0	5.582958	0.0	0.0	0.0	2.314001	0.0	0.0	0.0	0.0	0.0	2.991717	0.0	0.0	3.429095	0.0	0.0	0.123462	0.0	0.0	0.0	0.0	0.0	0.0	0.790717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667	0.0	0.0	0.0	0.0	0.142194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.230972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260	0.0	0.0	0.0	0.0	0.032941	0.0	0.0	0.0	0.016058	0.073272	0.155535	0.0	0.0	0.0	0.0	0.029448	0.0	0.0	0.0	0.03418	0.0	0.011279	0.065966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069416	0.0	0.0	0.001874	0.016289	0.006641	0.0	0.0	0.0	0.0	0.150942	0.0	0.0	0.01618
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939	0.0	0.0	0.0	0.0	0.004245	0.009806	0.0	0.013869	0.009506	0.0	0.028066	0.0	0.0	0.000125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007471	0.0	0.0	0.044968	0.0	0.027897	0.0	0.0	0.0	0.003019	0.015007	0.0	0.0	0.0	0.0	0.0	0.0	0.030557	0.0	0.0	0.0	0.009741
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404|f__FGB2404	0.0	0.0	0.0	0.0	7.786786	0.0	5.582958	0.0	0.0	0.0	2.314001	0.0	0.0	0.0	0.0	0.0	2.991717	0.0	0.0	3.429095	0.0	0.0	0.123462	0.0	0.0	0.0	0.0	0.0	0.0	0.790717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667|f__FGB667	0.0	0.0	0.0	0.0	0.142194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.230972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260	0.0	0.0	0.0	0.0	0.032941	0.0	0.0	0.0	0.016058	0.073272	0.155535	0.0	0.0	0.0	0.0	0.029448	0.0	0.0	0.0	0.03418	0.0	0.011279	0.065966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069416	0.0	0.0	0.001874	0.016289	0.006641	0.0	0.0	0.0	0.0	0.150942	0.0	0.0	0.01618
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939|f__FGB72939	0.0	0.0	0.0	0.0	0.004245	0.009806	0.0	0.013869	0.009506	0.0	0.028066	0.0	0.0	0.000125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007471	0.0	0.0	0.044968	0.0	0.027897	0.0	0.0	0.0	0.003019	0.015007	0.0	0.0	0.0	0.0	0.0	0.0	0.030557	0.0	0.0	0.0	0.009741
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6608	0.0	0.0	0.0	0.0	6.414631	0.0	0.0	0.0	0.0	0.0	2.314001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6613	0.0	0.0	0.0	0.0	1.372155	0.0	0.246175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.990117	0.0	0.0	0.0	0.0	0.0	0.123462	0.0	0.0	0.0	0.0	0.0	0.0	0.790717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB5997	0.0	0.0	0.0	0.0	0.828907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB9063	0.0	0.0	0.0	0.0	0.192998	0.001536	0.451893	0.0	0.0	0.14434	0.003105	0.166676	0.0	0.0	0.066393	0.0	0.208877	0.160236	0.0	0.0	0.0	0.0	0.040562	0.0	0.0	0.0	0.0	0.042249	0.0	0.0	0.0	0.0	0.0	0.03395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063846
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667|f__FGB667|g__GGB1662	0.0	0.0	0.0	0.0	0.142194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.230972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9737	0.0	0.0	0.0	0.0	0.073426	0.0	0.0	0.0	0.0	0.0	0.0	0.179689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9640	0.0	0.0	0.0	0.0	0.05933	0.0	0.055561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057064	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3548	0.0	0.0	0.0	0.0	0.056359	0.0	0.0	0.01966	0.0	0.025771	0.243726	0.0	0.037868	0.119369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097642	0.009084	0.0	0.0	0.0	0.0	0.060426	0.0	0.0	0.0	0.0	0.204055	0.0	0.091393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027719	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB99883	0.0	0.0	0.0	0.0	0.050406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB33516	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
