#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	SRR11047625	SRR11047626	SRR11047627	SRR11047628	SRR11047629	SRR11047631	SRR11047632	SRR11047633	SRR11047634	SRR11047635	SRR11047636	SRR11047637	SRR11047639	SRR11047640	SRR11047641	SRR11047642	SRR11047643	SRR11047644	SRR11047645	SRR11047647	SRR11047648	SRR11047649	SRR11047650	SRR11047651	SRR11047653	SRR11047654	SRR11047655	SRR11047656	SRR11047657	SRR11047658	SRR11047659	SRR11047660	SRR11047661	SRR11047662	SRR11047663	SRR11047664	SRR11047665	SRR11047666	SRR11047667	SRR11047668	SRR11047669	SRR11047670	SRR11047671	SRR11047672
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__SGB5045	0.468943	0.0	0.0	0.0	0.0	0.0	0.0	0.080895	0.0	0.709979	0.0	0.0	0.247986	0.0	0.153267	0.0	0.045926	0.188967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151813	0.0	0.156083	0.250085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006945	0.0	0.358059	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium|t__SGB5792	0.451657	0.0	0.240392	0.704299	2.044703	0.0	0.0	0.0	0.209537	0.239817	0.334683	0.199254	0.0	0.0	0.0	1.306269	0.0	0.0	0.0	0.0	0.0	0.868378	1.253183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287277	0.0	0.0	0.182079	0.0	0.0	0.0	0.100271	1.114722	0.0	0.476214	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis|t__SGB4987	0.437237	0.0	0.0	0.0	0.0	0.002218	0.0	0.0	0.170691	0.0	0.077138	0.0	0.0	0.0	0.0	0.0	0.0	0.034319	0.0	0.013207	0.0	0.000231	0.00257	0.0	0.129665	0.024017	0.0	0.007718	0.046789	0.00376	0.026653	0.0	0.018107	0.046153	0.089812	0.037203	0.080648	0.0	0.193954	0.0	0.0	0.0	0.000729	0.07767
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855	0.429364	0.0	0.0	0.0	0.0	0.0	0.007267	0.0	0.0	0.0	0.380319	0.17183	1.972765	0.099385	0.002848	0.0	0.0	3.486456	0.018864	0.648086	0.0	0.0	0.020999	0.044346	3.320224	0.0	0.111381	0.809391	0.0	0.0	0.0	0.0	0.0	0.383006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51775	0.0	2.567358
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Pilosibacter|s__Pilosibacter_fragilis|t__SGB4716	0.417307	0.0	0.0	0.000616	0.158878	0.0	0.0	0.004217	0.0	0.0	0.0	0.0	0.107938	0.0	0.142996	0.106523	0.07884	0.0	0.005871	0.108315	0.0	0.186219	0.080498	0.0	0.015669	1.190976	0.005553	0.0	0.149047	0.050706	0.171296	0.002956	0.0	0.122046	0.0	0.0	0.0	0.0	0.019931	0.0	0.005551	0.0	0.119254	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15233|t__SGB15233	0.398912	0.0	0.750983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.762886	0.0	0.186477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216|t__SGB15216	0.365598	0.0	0.07749	0.0	0.0	0.977921	0.049268	0.0	0.728469	0.0	0.233135	0.089384	0.0	1.2743	0.046463	0.153327	0.073146	0.0	0.040297	0.04072	0.0	0.0	0.055448	0.0158	0.0	0.0	0.0	0.0	0.0	0.34008	0.0	0.33726	0.0	0.044685	0.0	0.214591	0.0	0.047281	0.0	0.0	0.131313	0.0	0.0	0.006171
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis|t__SGB4820	0.335874	0.060899	0.215898	0.074832	0.149663	0.089869	0.062042	0.063013	0.235759	0.043194	0.533208	0.055733	0.436769	0.060305	0.252872	0.057133	0.77726	0.1222	0.240791	0.327081	0.0	0.003671	0.243449	0.186586	1.275525	0.038309	0.219627	0.268211	0.15015	0.216436	0.22474	0.155791	0.200358	0.08492	0.124156	0.286678	0.410335	0.2342	0.574624	0.423788	0.391914	0.072905	0.0	0.100317
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AT4|t__SGB4753	0.330066	0.037883	0.0	0.26975	0.07148	0.0	0.016029	0.133553	0.0	0.026612	0.0	0.0	0.02795	0.010122	0.0	0.0	0.0	0.0	0.0	0.002953	0.11467	0.15395	0.037026	0.535749	0.0	0.527446	0.088876	0.021652	0.06426	0.044875	0.144866	0.0	1.042104	0.0	0.0	0.0	0.093726	0.014742	0.0	0.01885	0.0	0.0	0.079587	0.032037
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii|t__SGB4532	0.283083	0.228534	0.019658	0.376482	0.0	0.009318	0.107117	0.042125	0.581104	0.233943	0.0	0.050319	0.0	0.223033	0.118845	0.268534	0.04755	0.0	0.64335	0.154093	2.325495	0.0	0.0	0.0	0.0	0.314144	0.0	0.374682	0.093952	0.174682	0.372934	0.361377	0.646104	0.381735	0.514326	0.0	0.0	0.0	0.0	1.076765	0.0	0.0	0.121325	0.059574
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus|t__SGB15154	0.232759	0.036228	0.021594	0.106707	0.048756	0.003084	0.238158	0.078512	0.075837	0.188575	0.293879	0.058844	0.203916	0.145412	0.018398	0.007812	0.150938	0.074674	0.067907	0.05322	0.0	0.0	0.257009	0.098192	0.028553	0.094408	0.034338	0.03745	0.078601	0.01224	0.06527	0.003752	0.105007	0.078653	0.0	0.106931	0.069075	0.002924	0.0	0.000387	0.061078	0.057587	0.08228	0.04793
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1364|s__GGB1364_SGB104922|t__SGB104922	0.2184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__SGB17256	0.201003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.248055	0.0	0.0	0.293233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.223802	0.0	0.65949	0.685376	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Candidatus_Borkfalkia|s__Candidatus_Borkfalkia_ceftriaxoniphila|t__SGB14027	0.199755	0.0	0.049702	0.0	0.0	0.105389	0.0	0.0	0.154437	0.0	0.031912	0.057952	0.135049	0.124919	0.0	0.0	0.0	0.0	0.0	0.239692	0.0	0.0	0.0	0.0	0.311303	0.077119	0.0	0.0	0.0	0.265225	0.112337	0.0	0.0	0.0	0.0	0.188054	0.0	0.0	0.0	0.0	0.00981	0.0	0.0	0.031456
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens|t__SGB15126	0.185532	0.0	0.0	0.0	0.000616	0.0	0.006557	0.0	0.009462	0.0	0.1171	0.000172	0.126285	0.238091	0.0	0.0	0.001267	0.21167	0.004582	0.0	0.0	0.014111	0.019775	0.0	0.004215	0.0	0.0	0.054923	0.014978	0.049928	0.317785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.502749	0.0	0.0	0.083849	0.0	0.018722
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486|f__FGB84486|g__GGB3653|s__GGB3653_SGB4964|t__SGB4964	0.184979	0.0	0.00708	0.359864	0.0	0.130021	0.045768	0.013924	0.503913	0.036258	0.125153	0.051085	0.009711	0.027106	0.092391	0.144108	0.340791	0.087878	0.111931	0.34322	0.0	0.0	0.01135	0.009412	0.0	0.0	0.0	0.058615	0.0	0.059344	0.547994	0.038341	0.0	0.233557	0.129806	1.223159	0.094848	0.007085	0.27839	0.269363	0.134648	0.775838	0.365788	0.000636
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium|t__SGB8601	0.179311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_nakazawae|t__SGB6952_group	0.17094	0.0	0.001695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010086	0.006515	0.0	0.0	0.090421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79330|o__OFGB79330|f__FGB79330|g__GGB3005|s__GGB3005_SGB3996|t__SGB3996	0.170375	0.0	0.0	0.0	0.047776	0.0	0.040905	0.0	0.006063	0.016154	0.0	0.0	0.049631	0.345542	0.0	0.0	0.043726	0.0	0.000427	0.003656	0.0	0.0	0.0	0.0	0.0	0.075533	0.0	0.0	0.0	0.0	0.19116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017532	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans|t__SGB15271	0.146676	0.013337	0.059713	0.02592	0.031011	0.255174	0.04433	0.013893	0.239287	0.051472	0.043454	0.031685	0.047162	0.113108	0.0	0.001886	0.028825	0.020882	0.045986	0.010511	0.023588	0.073841	0.045121	0.019131	0.746671	0.082625	0.165769	0.061483	0.043796	0.083578	0.316701	0.051537	0.0	0.031659	0.123591	0.051283	0.04832	0.032889	0.155349	0.213936	0.028187	0.270805	0.010392	0.013337
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB9474|s__GGB9474_SGB14868|t__SGB14868	0.145862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007096	0.0	0.005864	0.0	0.011184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008073	0.0	0.0	0.0	0.0	0.0	0.0	0.030557	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hominilimicola|s__Hominilimicola_fabiformis|t__SGB4269	0.143818	0.014956	0.010215	0.130216	0.136121	0.0	0.094961	0.056763	0.002539	0.044091	0.057298	0.040174	0.959277	0.012219	0.036935	0.164874	0.115014	0.090473	0.284051	0.044222	0.012456	0.11269	0.105058	0.0	0.102332	0.065665	0.0452	0.144147	0.051849	0.059293	0.089542	0.061151	1.118209	0.288314	0.242093	0.101105	0.057771	0.146214	0.600866	0.075001	0.560867	0.01369	0.15859	0.050602
k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380|g__GGB3363|s__GGB3363_SGB4447|t__SGB4447	0.143277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9620|s__GGB9620_SGB15068|t__SGB15068	0.137658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005049	0.0	0.074412	0.0	0.0	0.040767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153767	0.0	0.0	0.012148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004666	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans|t__SGB5193	0.137571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.195656	0.055589	0.0	0.0	0.0	0.0	0.0	0.0	0.664904	0.0	0.0	0.0	0.685311	0.174833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154963	0.0	0.0	0.0	0.0	0.0	0.0	0.048109	0.016584	0.0
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia|t__SGB15452	0.132438	0.0	0.0	0.468013	0.166941	0.0	0.153772	0.225071	0.0	0.0	0.0	0.065475	0.185241	0.413634	0.074131	0.013272	0.0	0.0	0.124677	0.038175	0.0	0.152198	0.0	0.0	0.0	0.0	0.167925	0.263515	0.0	0.36888	0.0	0.0	0.0	0.169627	0.0	0.134061	0.45701	0.0	0.030568	0.025873	0.013042	0.257605	0.0	0.114568
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619|s__GGB9619_SGB15067|t__SGB15067	0.130099	0.0	0.0	0.0	0.0	0.0	0.081907	0.0	0.0	0.021528	0.0	0.035536	0.0	0.034965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04926	0.0	0.0	0.0	0.051719	0.0	0.0	0.010362	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB4574|t__SGB4574	0.116192	0.041376	0.0	0.0	0.005999	0.0	0.0	0.0	0.0	0.181871	0.288483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.027819	0.0	0.016099	0.042288	0.0	0.115485	0.0	0.097349	0.0	0.0	0.186548	0.0	0.192891	0.0	0.0	0.137757	0.0	0.0	0.0	0.444878	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__SGB6936	0.099761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000367	0.037328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_phocaeensis|t__SGB15150	0.094648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_saccharovorans|t__SGB15350	0.094528	0.0	0.0	0.045691	0.0	0.0	0.05937	0.0	0.0	0.0	0.072074	0.02371	0.132527	0.028772	0.032764	0.0	0.031087	0.004253	0.030482	0.006098	0.009394	0.132899	0.011115	0.0	0.0	0.0	0.0	0.056149	0.0	0.0	0.0	0.0	0.201255	0.0	0.0	0.067298	0.0	0.085308	0.0	0.000652	0.141705	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis|t__SGB15078	0.093773	0.239871	0.067607	0.46527	0.163259	0.053649	0.30596	0.117738	0.165817	0.370504	0.196995	0.026129	0.377241	0.493827	0.042579	0.0	0.364146	0.454499	0.410429	0.043932	0.0	0.515715	0.344163	0.301604	0.421787	0.449259	0.98318	0.245838	0.086576	0.223092	0.618566	0.011695	0.331913	0.057808	0.044101	0.22794	0.541547	0.210506	0.150094	0.059635	0.099314	1.070497	0.469187	0.218618
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	0.091167	0.0	5.842465	0.0	0.101188	0.0	0.110261	0.035685	0.059352	0.003749	0.0	0.0	0.090729	0.085075	0.076849	0.002524	0.0	0.0	0.047366	0.0	0.0	0.076716	0.0	1.522455	1.800848	0.0	0.051891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996956	0.597057	0.340001	0.0	0.235289	0.846372	0.0	0.028277	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_sp_An10|t__SGB15134	0.089072	0.0	0.005363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079273	0.0	0.0	0.126051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023|g__GGB9501|s__GGB9501_SGB14898|t__SGB14898	0.086093	0.0	0.0	0.0	0.0	0.039355	0.0	0.0	0.0	0.0	0.0	0.0	0.023128	0.063077	0.0	0.0	0.019801	0.0	0.0	0.024312	0.0	0.009359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__SGB8007	0.083341	0.0	0.0	0.010982	0.0	0.021003	0.004984	0.095818	0.008404	0.0	0.003234	0.013019	0.2695	0.195595	0.032362	0.449342	0.01808	0.0	0.011644	0.021617	0.166511	0.107204	0.026938	0.0	0.009702	0.013408	0.027377	0.005597	0.0	0.0	0.000279	0.0	0.186031	0.070222	0.255453	0.000868	0.041242	0.005588	0.0	0.0	0.026959	0.013859	0.005156	0.0
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__SGB9226	0.082882	0.0	0.0	1.842759	0.0	0.0	0.0	0.0	0.521764	0.932506	0.0	2.424094	0.0	0.0	0.165859	0.0	0.0	0.0	2.198385	0.0	0.0	0.0	1.402756	0.0	0.0	0.0	0.0	2.720471	0.0	0.511047	0.383653	3.808166	0.0	0.0	0.0	0.0	0.0	0.0	3.972336	0.0	0.0	1.703359	0.0	0.080868
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002	0.073728	0.055255	0.0	0.0	0.0	0.0	0.0	0.052104	0.270386	0.00176	0.0	0.015055	0.008517	0.0	0.13474	0.08031	0.0	0.049946	0.003262	0.0	0.0	0.0	0.022079	0.004611	0.0	0.008144	0.0	0.0	0.0	0.043259	0.008165	0.0076	0.0	0.022411	0.0	0.007664	0.129051	0.0	0.0	0.13558	0.0	0.007598	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_gnavus|t__SGB4584	0.064993	0.006026	0.0	0.026325	0.03611	0.022167	0.007671	0.019824	0.013063	0.063464	0.061318	0.232842	0.011284	0.024135	0.0	0.0	0.003822	0.00099	0.0	0.014241	0.163367	0.0	0.00405	0.346183	0.147823	0.064856	0.01796	0.0	0.0	0.061493	0.043235	0.046084	0.386414	0.007265	0.0	0.0	0.050037	0.0	0.733681	0.042973	0.009665	0.058376	0.137502	0.060718
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_plautii|t__SGB15132	0.063786	0.089203	0.0	0.417497	0.017979	0.0	0.046473	0.124958	0.002864	0.057469	0.019551	0.027823	0.165203	0.113576	0.002599	0.0	0.044228	0.188356	0.013103	0.002364	0.87542	0.472993	0.04005	0.06913	0.120461	0.857791	0.234536	0.103243	0.041749	0.204634	0.378209	0.046005	0.436871	0.026938	0.01934	0.021367	0.288513	0.037881	1.831895	0.060786	0.0	0.288242	0.157309	0.010404
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Thomasclavelia|s__Thomasclavelia_spiroformis|t__SGB6747	0.061231	0.0	0.002182	0.0	0.039863	0.115173	0.0	0.0	0.0	0.0	0.0	0.003875	0.008535	0.0	0.0	0.0	0.015617	0.0	0.080145	0.0	0.0	0.0	0.0	0.060459	0.25642	0.0	0.0	0.017744	0.0	0.0	0.016017	0.0	0.035502	0.0	0.120609	0.084987	0.001979	0.016394	0.50986	0.001887	0.120394	0.0	0.009965	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis|t__SGB4617	0.060522	0.019019	0.0	0.047482	0.004687	0.0	0.0	0.033418	0.0	0.0	0.009037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.135487	0.001597	0.056893	0.032301	0.0	0.0	0.032722	0.0	0.0	0.020752	0.00817	0.0	0.0	0.121564	0.038572	0.0	0.018642	0.0	0.019677	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_1001095H_141210_F2|t__SGB4045	0.058694	0.0	0.0	0.0	0.0	0.024904	0.0	0.0	0.0	0.0	0.0	0.008454	0.006585	0.0	0.0	0.0	0.0	0.019978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028982	0.0	0.0	0.0	0.0	0.0	0.0	0.037453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An172|t__SGB4271	0.056252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_210917_SL_2_15|t__SGB79823	0.056217	0.0	0.0	0.0	0.0	0.0	0.013917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043058	0.0	0.0	0.0	0.032314	0.0	0.0	0.0	0.0	0.0	0.043927	0.0	0.0	0.0	0.0	0.048603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_caecimuris|t__SGB4862	0.054371	0.033682	0.0	0.324018	0.00824	0.0	0.0	0.101692	0.024303	0.013172	0.07692	0.02135	0.0	0.006717	0.0	0.0	0.0	0.0	0.0	0.0	0.589623	0.219854	0.004944	0.190468	0.006878	0.172527	0.035491	0.003789	0.0	0.005306	0.119315	0.0	0.032025	0.0	0.0	0.070212	0.188865	0.0	0.707689	0.173249	0.0	0.355993	0.059695	0.03138
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Flintibacter|s__Flintibacter_hominis|t__SGB15143	0.053096	0.026538	0.002155	0.109685	0.075465	0.027833	0.071606	0.022582	0.034483	0.085612	0.09123	0.004434	0.048701	0.031316	0.010855	0.006985	0.04774	0.075605	0.030349	0.037388	0.0	0.0	0.079713	0.025099	0.088557	0.085539	0.005802	0.08339	0.04394	0.071143	0.144783	0.0	0.0	0.025805	0.0	0.017166	0.010952	0.0	0.0	0.0	0.0	0.082908	0.051708	0.081965
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792|g__GGB9523|s__GGB9523_SGB14922|t__SGB14922	0.052233	0.0	0.022457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057|f__FGB3057|g__GGB9719|s__GGB9719_SGB15272|t__SGB15272	0.051998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02257	0.0	0.0	0.0	0.0	0.004024	0.0	0.0	0.026293	0.0	0.0	0.0	0.0	0.0	0.065615	0.0	0.203323	0.018831	0.0	0.0	0.0	0.0	0.0	0.017115	0.0	0.0	0.023306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
