#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	ERR2784728	ERR2784729	ERR2784730	ERR2784731	ERR2784741	ERR2784742	ERR2784743	ERR2784752	ERR2784753	ERR2784754	ERR2784755	ERR2784756	ERR2784757	ERR2784759	ERR2784760	ERR2784761	ERR2784762	ERR2784763	ERR2784780	ERR2784781	ERR2784782	ERR2784783	ERR2784796	ERR2784797	ERR2784798	ERR2784799	ERR2784800	ERR2784801	ERR2784802	ERR2784803	ERR2784804	ERR2784805	ERR2784806	ERR2784807	ERR2784808	ERR2784809	ERR2784810	ERR2784811	ERR2784816	ERR2784817	ERR2784818	ERR2784824	ERR2784826	ERR2784827
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256|s__GGB3256_SGB4303	2.913711	2.832009	2.861207	2.736628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.401303	0.41516	0.394467	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1495|s__GGB1495_SGB2071	2.857234	2.791469	2.781156	2.619532	0.0	0.0	0.0	0.261011	0.240298	0.235161	0.22413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011653	0.007446	0.010854	0.0	0.0	0.0	0.0	0.0	1.175209	1.089664	0.71829	0.751639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.407923	4.264544	4.22586
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	2.302719	2.269467	2.273979	2.245166	0.047139	0.048963	0.064395	0.057319	0.053197	0.070418	0.063369	0.055052	0.058322	0.054449	0.042238	0.026027	0.027803	0.031455	0.045265	0.025153	0.032704	0.029968	0.021492	0.021823	0.018375	0.0	0.034864	0.035906	0.028583	0.033501	0.247113	0.189917	0.0	0.0	0.0	0.0	0.0	0.0	0.192275	0.20864	0.17468	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	2.163637	2.109753	1.967656	2.004712	1.723959	1.779124	1.642883	4.529356	4.524041	4.367533	4.486067	4.371818	4.095549	4.028259	2.190285	2.105804	1.997918	2.03399	1.7287	1.674162	1.686772	1.62467	1.750938	1.622737	1.696822	1.717514	0.382715	0.398774	0.315698	0.368125	0.088106	0.044742	0.0	0.0	1.255632	1.214735	1.278131	1.350799	2.601973	2.600161	2.468625	1.625966	1.493642	1.503183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens	1.915472	1.964143	2.016411	2.02778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.523905	0.545181	0.520994	0.571013	0.01647	0.022933	0.020519	0.02206	0.086157	0.086919	0.113054	0.096547	0.0	0.0	0.0	0.0	6.857124	7.381046	7.233042	7.289803	1.328928	1.332989	1.355118	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1630|s__GGB1630_SGB2238	1.837591	1.848027	1.792972	1.875767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter|s__Agathobacter_rectalis	1.793014	1.824237	1.760903	1.845591	1.605608	1.571967	1.540229	8.682134	8.756984	8.957251	8.780264	2.654633	2.694431	2.671126	2.130931	2.239876	2.202901	2.123094	1.82519	1.825806	1.828968	1.871005	0.398191	0.409057	0.434016	0.392878	0.678958	0.670077	0.634461	0.671546	1.345135	1.373648	1.366689	1.142606	0.0	0.0	0.0	0.0	2.514546	2.643043	2.604688	0.827254	0.783975	0.822276
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	1.601177	1.778162	1.707303	1.638969	1.335813	1.326861	1.310644	0.115223	0.110178	0.106933	0.096307	0.143577	0.134576	0.158528	0.0	0.0	0.0	0.0	0.120179	0.120043	0.119201	0.111985	0.0	0.0	0.0	0.0	0.079156	0.076866	0.079228	0.074262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017883	0.013765	0.019992	0.000712	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	1.495797	1.443215	1.425149	1.469118	1.024706	0.962024	1.027617	2.187519	2.164725	2.135672	2.211629	0.063895	0.075172	0.063197	0.0	0.0	0.0	0.0	1.466333	1.43983	1.378403	1.344127	0.098035	0.093439	0.077505	0.09265	0.367581	0.356582	0.35483	0.361522	0.0	0.0	0.0	0.0	3.660079	3.593583	3.55184	3.467338	0.0	0.0	0.0	1.66086	1.735103	1.741504
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	1.163231	1.173279	1.21572	1.1916	1.794943	1.777111	1.817008	0.945081	0.950517	0.917491	0.996559	0.522141	0.564677	0.531705	4.339865	4.292482	4.341423	4.332426	0.795936	0.855913	0.774507	0.800872	0.203828	0.186219	0.205237	0.193792	0.226105	0.245862	0.22741	0.259276	0.130819	0.112397	0.0	0.0	3.302929	3.215495	3.255482	3.223931	1.263021	1.259702	1.305903	1.759269	1.771145	1.753266
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	1.050564	0.997523	0.958843	1.072284	1.163773	0.983551	0.990397	0.874438	0.818651	0.863768	0.791583	0.757348	0.72059	0.647443	0.0	0.0	0.0	0.0	1.165122	1.2033	1.119882	1.186436	0.13463	0.163911	0.131313	0.130716	0.298878	0.358931	0.314887	0.319401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194194	0.173231	0.197544	0.773964	0.693088	0.720836
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM22_11AC	0.911116	0.871768	0.972307	0.923674	0.234837	0.204859	0.206868	0.210712	0.25072	0.216746	0.22758	0.288425	0.298464	0.286125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039674	0.049494	0.042739	0.04544	0.026453	0.013205	0.025454	0.030616	0.0	0.0	0.0	0.0	0.237255	0.256183	0.233967	0.271003	0.0	0.0	0.0	0.180431	0.181375	0.178083
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.87824	0.806096	0.895254	0.828304	10.740972	10.345913	10.42217	0.0	0.0	0.0	0.0	3.6738	3.641458	3.560963	1.589836	1.651669	1.74434	1.685179	0.122413	0.137655	0.135892	0.130193	0.062255	0.082965	0.076879	0.062785	0.324526	0.3519	0.356056	0.329298	0.0	0.0	0.0	0.0	7.128929	7.080917	6.980755	6.979502	0.802697	0.760453	0.727233	0.0	0.0	0.0
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0.872427	0.634583	0.801289	0.73766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286327	0.320239	0.0	0.283596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9715|s__GGB9715_SGB15260	0.680506	0.5682	0.635462	0.65822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.426377	0.457636	0.446457	0.480155	0.0	0.0	0.0	0.0	0.020857	0.029284	0.016421	0.021918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0.630725	0.729776	0.656709	0.644741	0.022836	0.051025	0.071407	2.962095	2.997506	3.05715	3.081585	2.964523	2.822136	2.961505	0.0	0.002647	0.007175	0.00303	0.020588	0.01257	0.004099	0.019896	0.571613	0.517575	0.444914	0.453211	0.027039	0.011947	0.013037	0.009453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02559	0.033589	0.032539	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques	0.628542	0.628624	0.653686	0.637138	0.090387	0.105186	0.101997	0.101365	0.099641	0.096633	0.091152	0.009795	0.0	0.009299	0.339731	0.361356	0.311176	0.357576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.067097	1.139743	1.045375	1.058464	0.001133	0.0	0.0	0.042478	0.04908	0.035706
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.556285	0.562866	0.527958	0.476165	6.520769	6.432074	6.33476	2.214247	2.218296	2.162563	2.207514	15.681209	15.468512	15.458455	28.583982	28.626483	28.200044	28.366647	7.70494	7.846895	7.623615	7.589541	2.477893	2.468488	2.420827	2.282043	0.246767	0.304525	0.271448	0.247397	0.066418	0.106046	0.0	0.0	0.0	0.0	0.0	0.0	1.603816	1.656403	1.548688	2.599811	2.643321	2.552303
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0.551733	0.588505	0.565698	0.599428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.317291	0.329704	0.301794	0.33358	0.512646	0.478936	0.512421	0.509813	1.152165	1.120709	1.096207	1.05614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.499788	0.474733	0.469465	0.425386	0.316717	0.298775	0.295087	0.369897	0.347392	0.363157	0.366654	0.326072	0.32444	0.320946	0.120853	0.132738	0.119658	0.089351	0.217746	0.228551	0.19211	0.226095	0.205516	0.178069	0.209572	0.204165	0.244784	0.223061	0.245419	0.197761	0.250402	0.223661	0.256791	0.0	0.0	0.0	0.0	0.0	0.151133	0.152012	0.144684	0.143059	0.122579	0.122807
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_tridentinum	0.487492	0.605437	0.627646	0.528998	0.862101	0.850436	0.947228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242294	0.267452	0.071802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.485288	0.533553	0.505543	0.580878	0.568023	0.509231	0.525784	0.443798	0.478309	0.490588	0.460207	0.379148	0.370197	0.406355	0.0	0.0	0.0	0.0	0.423905	0.432669	0.415852	0.433192	0.150746	0.171739	0.15853	0.162313	0.00339	0.013299	0.005559	0.0	0.0	0.0	0.0	0.0	0.504527	0.517903	0.465664	0.47773	0.255592	0.233161	0.237541	0.590258	0.645404	0.629732
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.481094	0.506189	0.520524	0.558117	5.606809	5.430974	5.627688	1.04028	1.009324	1.095228	1.104492	2.501202	2.424186	2.637116	8.073279	8.330878	8.369679	8.488088	0.301719	0.254114	0.295157	0.302749	0.917726	0.868509	0.86222	0.860887	0.291779	0.297718	0.272935	0.289131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139537	0.168242	0.119943	1.308595	1.368141	1.388892
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179	0.470902	0.466073	0.487041	0.513656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pectinovora	0.456502	0.481751	0.458247	0.470038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum	0.452738	0.406821	0.428677	0.410124	0.0	0.0	0.0	0.220032	0.224824	0.223294	0.221762	0.160557	0.146306	0.165276	0.220503	0.184848	0.189808	0.198837	0.03823	0.038369	0.015305	0.014129	0.110239	0.098715	0.103871	0.095011	0.149672	0.149018	0.138357	0.113476	0.0	0.0	0.0	0.0	0.214132	0.203376	0.169206	0.199964	0.146185	0.136485	0.109991	0.329781	0.324318	0.320709
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.448961	0.376033	0.398835	0.413849	0.425426	0.398104	0.364699	0.214943	0.229493	0.189155	0.241433	0.439215	0.467662	0.460925	0.356781	0.370984	0.356857	0.342879	0.287283	0.304977	0.323044	0.339442	0.070561	0.076311	0.080629	0.078696	0.191055	0.224263	0.178282	0.177231	0.0	0.0	0.0	0.0	1.015685	1.07562	0.948978	0.994432	0.236122	0.250346	0.241282	0.443698	0.46787	0.440316
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.435711	0.420338	0.425201	0.437696	0.05321	0.050083	0.057734	0.010195	0.009996	0.0	0.006568	0.028772	0.019678	0.031316	0.0	0.009933	0.008699	0.000824	0.021689	0.026667	0.035644	0.010572	0.04074	0.026763	0.020297	0.031112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.043022	0.029206	0.028843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0.425562	0.421291	0.419317	0.38717	0.004694	0.001285	0.002648	0.0	0.0	0.0	0.0	0.022638	0.009749	0.002737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023978	0.022176	0.011042	0.015803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026265	0.028165	0.020323	0.020317	0.076698	0.090429	0.078095	0.010677	0.024945	0.031141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Pilosibacter|s__Pilosibacter_fragilis	0.413683	0.401433	0.430685	0.343195	0.284718	0.271133	0.279964	0.117101	0.097584	0.110481	0.10161	0.025343	0.029902	0.01721	0.0	0.0	0.0	0.0	0.000963	0.0	0.0	0.0	0.051232	0.061847	0.036032	0.043095	0.041581	0.038694	0.029668	0.024062	0.01732	0.035745	0.0	0.0	0.008484	0.0	0.014969	0.011944	0.035578	0.028505	0.027504	0.017107	0.023616	0.021494
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.389724	0.370406	0.381666	0.405835	0.011666	0.005523	0.009565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14422	0.179856	0.211647	0.156179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56518	3.490499	3.555785
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	0.366886	0.383391	0.372542	0.325136	0.007036	0.016351	0.012756	0.252536	0.283665	0.250336	0.277696	0.00953	0.011686	0.003134	0.033294	0.028234	0.039474	0.015563	0.489029	0.472255	0.47178	0.433188	0.0	0.0	0.000546	0.0	0.003932	0.001109	0.006627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1072	0.117435	0.104979	0.19939	0.180975	0.189761
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_faecis	0.361957	0.361392	0.365715	0.355553	0.059672	0.050355	0.061453	0.118392	0.1445	0.123021	0.116576	0.159792	0.176981	0.169632	0.0	0.0	0.0	0.0	0.068725	0.082394	0.072793	0.058235	0.06705	0.089785	0.094146	0.098288	0.170488	0.189685	0.206452	0.200753	0.058162	0.061121	0.0	0.0	0.0	0.0	0.0	0.0	0.093825	0.115471	0.091492	0.086726	0.11776	0.112187
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0.35318	0.264925	0.313858	0.257002	0.021521	0.007885	0.010488	0.120639	0.124229	0.115881	0.120632	0.210458	0.204519	0.204024	0.0	0.0	0.0	0.0	0.283296	0.276777	0.261044	0.273997	0.037228	0.035858	0.03577	0.033289	0.086867	0.068929	0.069439	0.060353	0.240911	0.312567	0.08799	0.087854	0.0	0.0	0.0	0.0	0.17213	0.170016	0.174083	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	0.352055	0.452938	0.324312	0.413638	0.526386	0.508581	0.480856	0.809613	0.880341	0.874686	0.848963	0.418961	0.426353	0.455951	0.422212	0.436821	0.406574	0.421925	0.180169	0.179366	0.189117	0.1786	0.778253	0.763822	0.715537	0.688236	0.178424	0.179176	0.176502	0.183078	0.00703	0.0	0.0	0.0	0.087604	0.121861	0.103321	0.091739	0.116394	0.116803	0.100371	1.07288	1.039588	0.99039
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AT4	0.303579	0.278289	0.261773	0.277831	0.042089	0.032273	0.03646	0.05248	0.035578	0.051404	0.046537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.279357	0.260008	0.254683	0.325926	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.294537	0.291026	0.298508	0.2834	0.01281	0.021428	0.007302	0.183496	0.190764	0.181598	0.197908	0.226415	0.258265	0.225713	0.078033	0.057663	0.071388	0.067485	0.151755	0.152756	0.158099	0.186536	0.009051	0.02646	0.011396	0.011418	0.050588	0.031095	0.029286	0.041951	0.405459	0.421912	0.279697	0.124366	0.0	0.0	0.0	0.0	0.036573	0.040197	0.040121	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.293637	0.274807	0.238381	0.243358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101632	0.070301	0.084162	0.123459	0.087264	0.096812
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis	0.275085	0.28139	0.291682	0.292187	0.061786	0.079043	0.089624	0.212969	0.156141	0.168828	0.181772	0.518429	0.482622	0.530691	2.021611	1.865504	1.866444	1.936223	0.384714	0.357552	0.384492	0.392637	0.130869	0.128831	0.127862	0.116263	0.106996	0.094513	0.10801	0.097158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.260005	0.268113	0.278482	0.269797	0.246774	0.254952
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0.267215	0.266564	0.284655	0.266583	0.0	0.0	0.0	0.948535	1.044529	0.991518	0.972978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013445	0.009665	0.012286	0.012381	0.068828	0.06783	0.075997	0.068099	0.154195	0.182795	0.15976	0.161675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_saccharovorans	0.260547	0.248119	0.224077	0.252255	0.04275	0.057295	0.044731	0.010799	0.009017	0.003839	0.005941	0.0	0.0	0.0	0.047006	0.037236	0.039867	0.0402	0.0	0.0	0.0	0.0	0.075194	0.076413	0.066103	0.070049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.070237	0.056101	0.061122	0.045257	0.007985	0.004141	0.005614	0.054646	0.070749	0.061065
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF27_2AA	0.256901	0.200986	0.249703	0.243355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004479	0.0	0.001238	0.004527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.193791	0.212936	0.225402	0.229264	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9759|s__GGB9759_SGB15370	0.231481	0.208897	0.227395	0.215205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014518	0.019911	0.015672	0.019107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.231231	0.224897	0.209261	0.194775	1.787861	1.6642	1.72725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17077	0.143061	0.168739	0.132625	0.0	0.0	0.0	0.0	0.017683	0.018417	0.023167	0.009617	0.054007	0.045437	0.037801	0.045428	0.054412	0.003781	0.0	0.0	0.615067	0.626834	0.71179	0.658113	0.140517	0.178688	0.124102	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1093|s__GGB1093_SGB1404	0.217932	0.199123	0.248779	0.275219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21555	0.1998	0.234564	0.20797	0.0	0.0	0.0	0.0	0.748851	0.920465	0.526361	0.415204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	0.216483	0.191218	0.210184	0.183925	0.931234	0.928756	0.926893	0.254591	0.24354	0.220253	0.265834	0.0	0.0	0.0	0.036155	0.050302	0.033593	0.017401	2.713216	2.80278	2.739846	2.819419	0.093146	0.093471	0.090345	0.102801	0.42067	0.423953	0.377014	0.401015	0.467408	0.404346	0.201636	0.272616	0.0	0.0	0.0	0.0	0.367581	0.399256	0.36495	1.34585	1.299293	1.272676
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4566|s__GGB4566_SGB6305	0.198246	0.249413	0.210671	0.200357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176168	0.173397	0.175575	0.18318	0.037508	0.026987	0.028812	0.02337	0.074723	0.074327	0.095307	0.07589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Waltera|s__Waltera_acetigignens	0.182161	0.226934	0.18303	0.167855	0.123196	0.114051	0.12616	0.036505	0.029247	0.045903	0.023582	0.124345	0.131104	0.120938	0.169588	0.188299	0.174175	0.212328	0.016565	0.020734	0.016201	0.015404	0.948465	1.02016	0.965468	0.957653	0.179451	0.186519	0.173962	0.16236	0.0	0.023575	0.0	0.0	0.529579	0.532297	0.52643	0.525361	0.870278	0.942288	0.865643	0.211817	0.208394	0.212085
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4	0.179728	0.127125	0.142628	0.158814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.929989	0.787892	0.816677	0.0	0.0	0.0	0.0	0.086314	0.108561	0.109081	0.115265	0.137184	0.106455	0.139837	0.119547	0.138814	0.120181	0.11894	0.12752	0.0	0.017092	0.0	0.0	0.0	0.0	0.0	0.0	0.025109	0.017214	0.020546	0.0	0.0	0.0
