	ERR2784728_merged	ERR2784729_merged	ERR2784730_merged	ERR2784731_merged	ERR2784741_merged	ERR2784742_merged	ERR2784743_merged	ERR2784752_merged	ERR2784753_merged	ERR2784754_merged	ERR2784755_merged	ERR2784756_merged	ERR2784757_merged	ERR2784759_merged	ERR2784760_merged	ERR2784761_merged	ERR2784762_merged	ERR2784763_merged	ERR2784780_merged	ERR2784781_merged	ERR2784782_merged	ERR2784783_merged	ERR2784796_merged	ERR2784797_merged	ERR2784798_merged	ERR2784799_merged	ERR2784800_merged	ERR2784801_merged	ERR2784802_merged	ERR2784803_merged	ERR2784804_merged	ERR2784805_merged	ERR2784806_merged	ERR2784807_merged	ERR2784808_merged	ERR2784809_merged	ERR2784810_merged	ERR2784811_merged	ERR2784816_merged	ERR2784817_merged	ERR2784818_merged	ERR2784824_merged	ERR2784826_merged	ERR2784827_merged	SRR11047625_merged	SRR11047626_merged	SRR11047627_merged	SRR11047628_merged	SRR11047629_merged	SRR11047631_merged	SRR11047632_merged	SRR11047633_merged	SRR11047634_merged	SRR11047635_merged	SRR11047636_merged	SRR11047637_merged	SRR11047639_merged	SRR11047640_merged	SRR11047641_merged	SRR11047642_merged	SRR11047643_merged	SRR11047644_merged	SRR11047645_merged	SRR11047647_merged	SRR11047648_merged	SRR11047649_merged	SRR11047650_merged	SRR11047651_merged	SRR11047653_merged	SRR11047654_merged	SRR11047655_merged	SRR11047656_merged	SRR11047657_merged	SRR11047658_merged	SRR11047659_merged	SRR11047660_merged	SRR11047661_merged	SRR11047662_merged	SRR11047663_merged	SRR11047664_merged	SRR11047665_merged	SRR11047666_merged	SRR11047668_merged	SRR11047669_merged	SRR11047670_merged	SRR11047671_merged	SRR11047672_merged	SRR11047673_merged
disease_464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0368663594470046	0.0552995391705069	0.3732718894009216	0.2442396313364055	0.0	0.0	0.0	0.032258064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3410138248847926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3594470046082949	0.0	0.0	0.0	0.0	0.1105990783410138	0.1152073732718894	0.0	0.0	0.0	0.7926267281105991	0.9170506912442395	0.6543778801843319	1.0	0.4147465437788018	0.0	1.0	0.0	0.2350230414746544	0.6589861751152074	0.9262672811059908	0.0	0.9308755760368664	0.815668202764977	0.0	0.0	1.0	1.0	1.0	0.5529953917050692	0.0	1.0	0.6728110599078341	0.0506912442396313	1.0	1.0	1.0	0.4193548387096774	0.0	0.456221198156682	1.0	0.0	0.0	0.1797235023041474	0.0	0.8940092165898618	0.7004608294930875	1.0	0.0	0.0	1.0	0.7695852534562212	0.4792626728110599	1.0
disease_465	0.6864864864864865	0.081081081081081	0.5297297297297298	0.0	0.0	0.0	0.0	0.1513513513513513	0.0	0.0	0.0	0.0	0.0	0.0	0.5243243243243243	0.0	0.1459459459459459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0864864864864864	0.0108108108108108	0.7567567567567568	0.0	0.0	0.0	0.0	0.0	0.0	0.4054054054054054	0.1513513513513513	0.0	1.0	0.0756756756756756	0.4918918918918919	0.1135135135135135	0.4054054054054054	0.3297297297297297	1.0	1.0	1.0	0.8486486486486486	0.6702702702702703	0.0	0.0	0.0	1.0	0.0	1.0	0.4540540540540541	0.0	0.7351351351351352	0.0	0.0	1.0	1.0	0.0	0.4864864864864865	0.9675675675675676	1.0	1.0	0.6216216216216216	0.0	1.0	0.0	0.9405405405405406	0.0	0.0	0.0	1.0	0.0	1.0	0.3945945945945946
disease_466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
disease_467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0967741935483871	0.0	0.0161290322580645	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.75	0.75	0.0	0.6370967741935484	0.0	0.75	0.4838709677419355	0.5080645161290323	0.0	0.75	0.0	0.0	0.0403225806451612	0.75	0.0	0.75	0.75	1.0	0.6612903225806451	0.75	0.0	0.0	0.75	0.75	0.75	0.75	0.75	0.0	0.0	0.0	0.75	0.5161290322580645	0.75	0.75	0.0	0.0	0.0	0.6129032258064516	0.75	0.75	0.2983870967741935
disease_468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6019417475728155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6893203883495146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5533980582524272	1.0	0.0	0.0	1.0	1.0	0.0	0.7669902912621359	1.0	0.0	0.0	0.0	0.970873786407767	1.0	0.9223300970873788	0.0	0.2815533980582524	1.0	0.0	0.0	1.0	0.0	0.8543689320388349	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.3689320388349514	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
disease_469	0.0393700787401574	0.0	0.0	0.0	0.7086614173228346	0.5511811023622047	0.0	0.0	0.0	0.0	0.0	0.9133858267716536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5748031496062992	0.6062992125984252	0.0	0.0	0.0	0.0	0.3228346456692913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2519685039370078	0.0	0.0	0.0	0.3858267716535433	0.0	0.0	0.0	1.0	0.0	0.0944881889763779	0.8188976377952756	1.0	0.7086614173228346	1.0	0.0	0.3622047244094488	1.0	1.0	0.8031496062992126	0.0	0.2204724409448819	1.0	1.0	0.0	0.5354330708661418	1.0	1.0	0.0078740157480314	0.0	0.3858267716535433	0.0	1.0	0.84251968503937	0.9763779527559056	1.0	0.0236220472440944	1.0	1.0	0.7874015748031497	0.0	1.0	0.968503937007874	0.6535433070866141	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
disease_470	0.4838709677419355	0.0161290322580645	0.1612903225806451	0.5967741935483871	0.7096774193548387	0.0	0.0	0.1935483870967742	0.0	0.2903225806451613	0.0161290322580645	0.1935483870967742	0.1935483870967742	0.1935483870967742	0.0161290322580645	0.1935483870967742	0.0161290322580645	0.0161290322580645	0.0161290322580645	0.1935483870967742	0.1935483870967742	0.0	0.032258064516129	0.0	0.0161290322580645	0.0	0.3387096774193548	0.0	0.0161290322580645	0.0	0.0	0.0	0.0	0.0	0.0161290322580645	0.0	0.0161290322580645	0.0	0.5161290322580645	0.2419354838709677	0.0	0.5161290322580645	0.2419354838709677	0.0967741935483871	0.1935483870967742	0.0161290322580645	0.0161290322580645	1.0	0.7903225806451613	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8870967741935484	0.0161290322580645	0.5967741935483871	1.0	1.0	0.0161290322580645	1.0	1.0	0.2580645161290322	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.3387096774193548
disease_471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2296650717703349	0.0	0.0	0.0287081339712918	0.7751196172248804	0.0	0.0909090909090909	0.569377990430622	0.0	0.0	0.0	0.0574162679425837	0.0	0.0	0.0047846889952153	0.0047846889952153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0095693779904306	0.0334928229665071	0.0095693779904306	0.6889952153110048	0.0	0.0	0.3014354066985646	0.7559808612440191	0.0095693779904306	1.0	0.7129186602870813	0.0	1.0	0.9952153110047848	0.8995215311004785	0.7751196172248804	0.4976076555023923	0.0	0.7751196172248804	1.0	0.1291866028708134	0.0095693779904306	1.0	0.7703349282296651	0.8899521531100478	0.2200956937799043	0.0	0.784688995215311	0.9904306220095692	0.7655502392344498	0.8038277511961722	0.7559808612440191	1.0	1.0	0.0047846889952153	0.1052631578947368	0.861244019138756	0.0047846889952153	0.9521531100478468	0.4497607655502392	0.3349282296650718	0.7894736842105263	0.5741626794258373	0.3014354066985646	0.0	0.0	1.0	0.3588516746411483	0.7177033492822966	1.0
disease_472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7304347826086957	0.5347826086956522	0.0	0.6565217391304348	0.7304347826086957	0.1913043478260869	0.7304347826086957	0.7304347826086957	0.5521739130434783	0.1217391304347826	0.7304347826086957	0.0	0.0	0.0	0.7	0.7304347826086957	0.0	0.4826086956521739	0.0	0.7304347826086957	0.0	0.0	0.8652173913043478	0.7304347826086957	0.7304347826086957	0.6608695652173913	0.7304347826086957	0.3391304347826087	0.6260869565217392	0.4782608695652174	0.591304347826087	0.0565217391304347	0.0	0.0	0.6043478260869565	0.0	0.0	0.7304347826086957	0.0	0.0	0.0	0.8652173913043478	0.408695652173913	0.0
disease_473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4801587301587302	0.0	0.1706349206349206	0.4642857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0515873015873015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4404761904761904	0.1706349206349206	0.3611111111111111	0.0	0.0	0.0	0.0	0.5357142857142857	0.8611111111111112	1.0	0.623015873015873	0.0	0.746031746031746	0.2698412698412698	0.4007936507936508	0.0	0.8611111111111112	0.0	0.746031746031746	0.8888888888888888	0.3888888888888889	0.0	1.0	1.0	0.8968253968253969	0.0	0.0	0.7936507936507936	0.5357142857142857	0.3015873015873015	0.873015873015873	1.0	1.0	0.6825396825396826	0.0	0.623015873015873	1.0	0.0	0.2222222222222222	0.0	0.3492063492063492	0.0	0.6507936507936508	0.5198412698412699	0.0	0.0	1.0	1.0	0.6031746031746031	0.0
disease_474	0.2926829268292683	0.4634146341463415	0.0	0.024390243902439	0.024390243902439	0.0	0.2926829268292683	0.8536585365853658	0.8536585365853658	0.8536585365853658	0.8536585365853658	0.3414634146341463	0.3414634146341463	0.3414634146341463	0.0	0.0	0.0	0.0	0.3414634146341463	0.2195121951219512	0.0	0.3414634146341463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3414634146341463	0.0	0.0	0.3414634146341463	0.3414634146341463	0.0	0.3414634146341463	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.3414634146341463	0.0	1.0	1.0	1.0	0.3414634146341463	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.3414634146341463	1.0	0.3414634146341463	0.0
disease_475	0.0	0.0	0.0	0.0	0.0514705882352941	0.1176470588235294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588235294117647	0.0	0.1397058823529411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.7720588235294118	0.125	0.7720588235294118	0.7720588235294118	0.0	0.2573529411764705	0.7720588235294118	0.7647058823529411	0.1029411764705882	1.0	0.0	0.6617647058823529	0.7720588235294118	0.3235294117647059	0.5588235294117647	0.7205882352941176	0.7720588235294118	0.0	0.7720588235294118	0.7720588235294118	0.0	0.0	0.7720588235294118	0.7720588235294118	0.7720588235294118	0.5514705882352942	0.0	0.7720588235294118	0.0	0.7720588235294118	0.7720588235294118	0.0	0.0	0.7720588235294118	0.0	0.7720588235294118	0.7720588235294118	0.5220588235294118	0.0	0.0	0.6764705882352942	0.0	0.0	0.0
disease_476	0.0	0.0695652173913043	0.2869565217391304	0.3739130434782609	0.0	0.0	0.1130434782608695	0.0	0.0	0.3391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3217391304347826	0.5043478260869565	0.0	0.0	0.017391304347826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4782608695652174	0.0	0.0	0.3043478260869565	0.0	0.0	0.0	0.0	0.2695652173913043	0.6347826086956522	1.0	0.0	0.0	0.417391304347826	0.0	0.0	1.0	1.0	0.9652173913043478	0.9478260869565216	1.0	0.0	0.6434782608695652	0.9652173913043478	1.0	0.417391304347826	0.0	0.591304347826087	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.8	0.8173913043478261	1.0	0.8521739130434782	0.9217391304347826	1.0	1.0	1.0	0.9652173913043478	0.0	0.0	0.0	1.0	1.0	0.8869565217391304	1.0
disease_477	0.0	0.5409836065573771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8524590163934426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0491803278688524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081967213114754	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.8852459016393442	1.0	0.5901639344262295	0.0	0.7377049180327869	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.8688524590163934	0.2459016393442623	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
disease_478	0.0	0.0	0.0347826086956521	0.0	0.0956521739130434	0.3130434782608696	0.0347826086956521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9217391304347826	0.0	0.0	0.7652173913043478	0.0	0.9478260869565216	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.8956521739130435	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.4347826086956521	0.0	0.9391304347826088	0.0	1.0	0.0	0.4347826086956521	0.9304347826086956	1.0	0.0782608695652174	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
disease_479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
disease_480	0.0	0.2974683544303797	0.0	0.0	0.0379746835443038	0.0	0.0379746835443038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2721518987341772	0.0	0.0	0.3670886075949367	0.0	0.6075949367088608	0.0	0.0379746835443038	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.8037974683544303	0.8670886075949367	0.0	0.4177215189873418	0.569620253164557	0.0	1.0	1.0	1.0	1.0	0.0	0.3037974683544304	0.759493670886076	0.0379746835443038	0.0	0.3037974683544304	0.0	0.0	0.0	1.0	0.0	0.8481012658227848	1.0	1.0	0.0	1.0	1.0	0.3291139240506329	0.0	1.0	0.7721518987341772	0.0	1.0	1.0	0.0	0.0	0.0	0.8734177215189873	1.0	1.0	0.0
disease_481	0.7976190476190477	0.1309523809523809	0.0	0.7619047619047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3392857142857143	0.2321428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3095238095238095	0.5892857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5416666666666666	0.0	1.0	0.8630952380952381	0.7202380952380952	0.0	0.0	1.0	1.0	0.9523809523809524	0.4821428571428571	1.0	1.0	0.0	0.2797619047619047	0.0	0.7559523809523809	0.0	0.9404761904761904	0.0	0.0	0.6071428571428571	0.0	0.0	0.2321428571428571	1.0	0.0	1.0	0.6071428571428571	1.0	0.7261904761904762	0.8869047619047619	0.1488095238095238	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6904761904761905	0.9226190476190476	0.0
disease_482	0.0	0.0	0.0	0.0	0.4029850746268656	0.4402985074626865	0.4402985074626865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4925373134328358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5149253731343284	0.0	0.291044776119403	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.417910447761194	0.0	1.0	0.8208955223880597	1.0	1.0	0.0	0.4328358208955223	1.0	1.0	0.0	1.0	0.0	0.2388059701492537	0.0	1.0	0.0	0.0746268656716417	0.9477611940298508	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
disease_483	0.0	0.2307692307692307	0.2307692307692307	0.0	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.0	0.0	0.0	0.0	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.2307692307692307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2307692307692307	0.1538461538461538	0.2307692307692307	0.0	1.0	0.0	1.0	1.0	1.0	0.2307692307692307	0.2307692307692307	0.2307692307692307	1.0	1.0	1.0	1.0	0.0	0.2307692307692307	1.0	0.0	0.0	1.0	0.2307692307692307	0.2307692307692307	1.0	1.0	0.2307692307692307	1.0	1.0	1.0	1.0	0.2307692307692307	1.0	1.0	1.0	0.2307692307692307	1.0	1.0	0.0	0.0	0.2307692307692307	0.0	0.0	1.0	1.0	1.0	0.0
disease_484	0.0	0.0	0.1818181818181818	0.0202020202020202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3636363636363636	0.0	0.1616161616161616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5959595959595959	0.0	0.0	0.0	0.0	0.0	0.1212121212121212	0.0	0.0606060606060606	0.0	0.0	0.0	0.2525252525252525	0.0	0.0	1.0	0.7777777777777778	0.0	1.0	1.0	0.3939393939393939	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.5454545454545454	0.7272727272727273	1.0	1.0	0.494949494949495	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7575757575757576	0.8282828282828283	1.0	1.0	1.0	0.0909090909090909	1.0	0.6868686868686869	0.0	0.0	1.0	1.0	1.0	0.0
disease_485	0.0	0.0	0.0	0.0	0.0	0.1278195488721804	0.1428571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	0.0	0.0601503759398496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.9097744360902256	1.0	0.0	0.2406015037593984	0.6390977443609023	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.2706766917293233	1.0	0.0	0.0	0.0	0.0150375939849624	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0526315789473684	0.4285714285714285	1.0	1.0	0.0	0.8345864661654135	0.0150375939849624	0.0	0.0	0.0	1.0	1.0	1.0	0.0
disease_486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5043103448275862	0.5689655172413793	0.2068965517241379	0.3318965517241379	0.0	0.0	0.2801724137931034	0.0	0.0	0.1422413793103448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3491379310344827	0.0	0.0	0.0	0.0	0.2413793103448276	0.2543103448275862	0.1379310344827586	1.0	0.6939655172413793	0.0086206896551724	0.956896551724138	0.3146551724137931	0.5344827586206896	0.6508620689655172	0.2327586206896551	0.0	0.8060344827586207	0.918103448275862	0.0	0.0	0.9827586206896552	1.0	1.0	0.2198275862068965	0.0	0.956896551724138	0.9827586206896552	0.2629310344827586	0.4353448275862069	1.0	1.0	0.3879310344827586	0.0	0.4267241379310345	0.9827586206896552	0.0258620689655172	0.4051724137931034	0.043103448275862	0.0	0.0258620689655172	1.0	0.7844827586206896	0.0	0.0	1.0	1.0	0.3663793103448275	1.0
disease_487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6878980891719745	0.0	1.0	1.0	0.1401273885350318	1.0	0.2802547770700637	0.7133757961783439	0.197452229299363	1.0	0.0	0.0	0.0	0.5796178343949044	1.0	0.0	0.9490445859872612	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.8089171974522293	0.0	1.0	0.7898089171974523	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.5987261146496815	1.0	1.0	0.0
disease_488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.3333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.7333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
disease_489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	0.0	0.2727272727272727	0.0	0.0	0.0	0.0	0.0	0.3636363636363636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
disease_490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5104895104895105	0.2062937062937063	0.1258741258741259	0.0	0.0	0.0	0.5769230769230769	0.5769230769230769	0.0314685314685314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0349650349650349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3811188811188811	0.0	0.0	0.0524475524475524	0.1713286713286713	0.0	0.7972027972027972	1.0	0.1503496503496503	0.4230769230769231	0.8916083916083916	0.2342657342657342	0.5034965034965035	0.1083916083916083	0.7272727272727273	0.0	0.8181818181818182	0.8041958041958042	0.0	0.0	0.8146853146853147	0.4265734265734265	0.7902097902097902	0.0	0.0	0.9790209790209792	0.5384615384615384	0.4335664335664335	0.9965034965034965	0.4160839160839161	1.0	0.7587412587412588	0.0524475524475524	0.4685314685314685	1.0	0.0	0.3216783216783216	0.0594405594405594	0.4090909090909091	0.8496503496503497	0.1783216783216783	0.7622377622377622	0.0	0.0	1.0	1.0	0.3706293706293706	0.7202797202797203
disease_491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6153846153846154	0.0	0.0	0.3076923076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.6153846153846154	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.3846153846153846	1.0	0.3846153846153846	0.0	0.0	0.0	0.0	1.0	1.0
