	ERR2784728_merged	ERR2784729_merged	ERR2784730_merged	ERR2784731_merged	ERR2784741_merged	ERR2784742_merged	ERR2784743_merged	ERR2784752_merged	ERR2784753_merged	ERR2784754_merged	ERR2784755_merged	ERR2784756_merged	ERR2784757_merged	ERR2784759_merged	ERR2784760_merged	ERR2784761_merged	ERR2784762_merged	ERR2784763_merged	ERR2784780_merged	ERR2784781_merged	ERR2784782_merged	ERR2784783_merged	ERR2784796_merged	ERR2784797_merged	ERR2784798_merged	ERR2784799_merged	ERR2784800_merged	ERR2784801_merged	ERR2784802_merged	ERR2784803_merged	ERR2784804_merged	ERR2784805_merged	ERR2784806_merged	ERR2784807_merged	ERR2784808_merged	ERR2784809_merged	ERR2784810_merged	ERR2784811_merged	ERR2784816_merged	ERR2784817_merged	ERR2784818_merged	ERR2784824_merged	ERR2784826_merged	ERR2784827_merged	SRR11047625_merged	SRR11047626_merged	SRR11047627_merged	SRR11047628_merged	SRR11047629_merged	SRR11047631_merged	SRR11047632_merged	SRR11047633_merged	SRR11047634_merged	SRR11047635_merged	SRR11047636_merged	SRR11047637_merged	SRR11047639_merged	SRR11047640_merged	SRR11047641_merged	SRR11047642_merged	SRR11047643_merged	SRR11047644_merged	SRR11047645_merged	SRR11047647_merged	SRR11047648_merged	SRR11047649_merged	SRR11047650_merged	SRR11047651_merged	SRR11047653_merged	SRR11047654_merged	SRR11047655_merged	SRR11047656_merged	SRR11047657_merged	SRR11047658_merged	SRR11047659_merged	SRR11047660_merged	SRR11047661_merged	SRR11047662_merged	SRR11047663_merged	SRR11047664_merged	SRR11047665_merged	SRR11047666_merged	SRR11047668_merged	SRR11047669_merged	SRR11047670_merged	SRR11047671_merged	SRR11047672_merged	SRR11047673_merged
disease_3329	0.0	0.0	0.0	0.0	0.4210526315789473	0.0	0.0	0.0	0.7105263157894737	0.0	0.0	0.0	0.0	0.0	0.5789473684210527	0.0	0.0	0.0	0.0	0.3815789473684211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263157894736842	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.25	0.6578947368421053	0.0	1.0	0.6710526315789473	1.0	1.0	1.0	0.0	0.0	0.0	0.3157894736842105	0.0	1.0	1.0	0.0	0.0	0.4210526315789473	1.0	1.0	1.0	0.7894736842105263	0.0921052631578947	0.5394736842105263	0.7236842105263158	1.0	0.7631578947368421	1.0	0.0	0.0	0.3289473684210526	0.0	0.0	0.0	0.0	0.7894736842105263	0.0	0.8421052631578947	0.4210526315789473
disease_3330	0.0	0.0	0.0	0.0	0.0	0.0961538461538461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2692307692307692	0.25	0.0	0.0	0.0	0.0	0.3653846153846153	0.3846153846153846	0.0	1.0	1.0	0.0	1.0	0.1538461538461538	1.0	1.0	0.6538461538461539	0.0	1.0	0.0	0.0	0.8076923076923077	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.4038461538461538	1.0	0.0	0.6346153846153846	1.0	0.9423076923076924	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
disease_3331	0.0	0.0	0.0	0.0	0.0	0.175	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.725	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.6	1.0	0.0	0.35	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
disease_3332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6808510638297872	0.6276595744680851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5851063829787234	0.0	0.0	0.0	0.0	0.0	1.0	0.8191489361702128	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.2234042553191489	0.4148936170212766	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.6170212765957447	0.0	0.851063829787234	0.0	0.0	0.8829787234042553	0.0	1.0	1.0	1.0	1.0	0.0	0.7446808510638298	1.0	1.0	0.7446808510638298	0.0	0.0	1.0	0.0	1.0	0.0
disease_3333	0.0	0.2894736842105263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1842105263157894	0.0	0.0	0.0	0.0	0.0526315789473684	0.0	0.0	0.0	0.4473684210526316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1578947368421052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.7368421052631579	0.0	1.0	1.0	1.0	0.3157894736842105	1.0	0.0	1.0	0.2894736842105263	0.0	1.0	0.2894736842105263	0.0	1.0	1.0	0.4210526315789473	0.0	1.0	0.1842105263157894	0.631578947368421	0.1842105263157894	1.0	0.131578947368421	0.2105263157894736	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.5526315789473685	1.0	0.0526315789473684
disease_3334	0.0	0.1525423728813559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0847457627118644	0.0	0.288135593220339	0.0	0.0847457627118644	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.9830508474576272	0.9830508474576272	0.0338983050847457	0.0338983050847457	0.0338983050847457	0.0	0.0338983050847457	1.0	0.0	0.847457627118644	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.6610169491525424	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.3559322033898305	1.0	0.864406779661017
disease_3335	0.0	0.8157894736842105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5789473684210527	0.0	0.0	0.4210526315789473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1842105263157894	0.1052631578947368	0.0	0.0	0.0	0.4473684210526316	0.0	0.0	0.0	1.0	0.0263157894736842	0.1052631578947368	0.7894736842105263	0.2368421052631578	1.0	0.7894736842105263	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6052631578947368	0.6052631578947368	1.0	1.0	0.7894736842105263	1.0	1.0	1.0	1.0	1.0	0.0	0.6052631578947368	1.0	0.0	0.9736842105263158	1.0	0.0	1.0	0.3421052631578947	0.1052631578947368	0.6052631578947368	0.0	0.0	1.0	1.0	1.0	1.0
disease_3336	0.0	0.0	0.0	0.0	0.0	0.851063829787234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2553191489361702	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.9574468085106383	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.8297872340425532	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.7872340425531915	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.4680851063829787	1.0	0.0
disease_3337	0.0	0.0	0.0	0.0	0.1538461538461538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.282051282051282	0.0	0.4615384615384615	0.6153846153846154	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.6153846153846154	0.0256410256410256	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.3846153846153846	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
disease_3338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.1714285714285714	0.2285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1142857142857142	0.0	0.0	0.0	0.0	0.6571428571428571	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5714285714285714	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.5714285714285714	0.0	0.0	0.7142857142857143	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.2	0.0	0.0	0.2	0.0	0.0	0.5714285714285714
disease_3339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.96875	0.0	1.0	0.0	1.0	0.875	1.0	0.40625	1.0	1.0	0.625	0.0	1.0	0.65625	1.0	1.0	1.0	1.0	0.1875	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.625	0.0	0.0	1.0	1.0	1.0	1.0
disease_3340	0.0	0.0	0.0	0.0	0.0	0.782608695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3260869565217391	0.0	0.0	0.0	1.0	0.0	0.0	0.2391304347826087	1.0	0.0	0.1304347826086956	0.0	0.0	1.0	1.0	1.0	1.0	0.3695652173913043	1.0	1.0	1.0	0.0	1.0	0.0	0.2826086956521739	0.0	1.0	0.0	0.2826086956521739	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
disease_3341	0.0	0.0	0.0	0.0967741935483871	0.0	0.0	0.0	0.3870967741935484	0.3870967741935484	0.0	0.0	0.0	0.0	0.0	0.0967741935483871	0.0	0.0	0.0	0.0	0.1612903225806451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3870967741935484	0.3870967741935484	0.0	0.0	0.2258064516129032	0.0	0.0	0.3870967741935484	0.0	1.0	1.0	0.3870967741935484	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.8387096774193549	0.3870967741935484	1.0	1.0	1.0	1.0	1.0	0.3870967741935484	0.3870967741935484	1.0	0.0	1.0	0.3870967741935484	0.3870967741935484	1.0	0.3870967741935484	1.0	1.0	0.0	0.3870967741935484	1.0	0.3870967741935484	0.0	1.0	1.0	0.0	0.0	0.3870967741935484	0.3870967741935484	1.0	0.0
disease_3342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4545454545454545	0.8636363636363636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3181818181818182	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.8636363636363636	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0909090909090909	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
disease_3343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6461538461538462	0.0	0.2	0.0	0.6615384615384615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5538461538461539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0615384615384615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9384615384615383	0.0	1.0	1.0	1.0	1.0	0.5230769230769231	0.0	0.5230769230769231	1.0	0.0	0.0	0.2769230769230769	1.0	1.0	0.0	0.0	0.3538461538461538	0.0	0.5692307692307692	1.0	1.0	1.0	1.0	0.9846153846153848	1.0	1.0	0.0	0.2	0.0	1.0	1.0	0.0	0.6153846153846154	0.0	0.0	1.0	0.5230769230769231	0.1538461538461538	1.0
disease_3344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714285714	0.0	0.0	0.8214285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571428571428	0.0	0.0	0.0	1.0	0.0714285714285714	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.8571428571428571	0.1428571428571428	1.0	1.0	0.0	1.0	1.0	1.0	0.4642857142857143	0.0714285714285714	1.0	1.0	1.0	0.0	0.0	0.0714285714285714	1.0	1.0	1.0	1.0	1.0	0.0	0.2857142857142857	1.0	0.1071428571428571	0.0	0.0	0.0	0.0	0.8214285714285714	0.0
disease_3345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8235294117647058	0.0	0.6176470588235294	0.0	0.1176470588235294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2941176470588235	0.3235294117647059	0.0	0.2352941176470588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.8235294117647058	0.0	0.5588235294117647	1.0	1.0	1.0	0.4705882352941176	1.0	0.8823529411764706	1.0	0.0	1.0	1.0	0.8235294117647058	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.8823529411764706	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.9705882352941176	0.6470588235294118	0.0	0.0
disease_3346	0.0	0.0	0.0	0.0	0.0	0.2068965517241379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1551724137931034	0.0	0.0	0.1724137931034483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3448275862068966	0.0	0.0	0.2586206896551724	0.5689655172413793	1.0	0.0	0.0	1.0	0.9482758620689656	0.8448275862068966	1.0	1.0	1.0	1.0	0.0	0.4137931034482758	0.4655172413793103	1.0	1.0	1.0	0.3620689655172414	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.3620689655172414	1.0	0.6379310344827587	1.0	0.9655172413793104	1.0	0.2758620689655172	0.8793103448275862	1.0	0.0	0.0	0.0	0.0	0.9310344827586208	1.0	0.9827586206896552	0.0
disease_3347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0888888888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6888888888888889	1.0	1.0	0.4222222222222222	1.0	1.0	0.5111111111111111	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.8	0.0	0.0	0.0	1.0	0.0	1.0	0.5555555555555556	1.0	1.0	0.1111111111111111	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
disease_3348	0.0	0.0	0.352112676056338	0.0	0.2394366197183098	0.0	0.0	0.0	0.0	0.0	0.0	0.3380281690140845	0.0	0.0	0.0	0.5915492957746479	0.0	0.0	0.0	0.0704225352112676	0.0	0.0	0.1690140845070422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8873239436619719	1.0	0.0	0.0	0.971830985915493	0.0	0.5211267605633803	1.0	0.4647887323943662	1.0	1.0	0.0	1.0	1.0	0.4366197183098591	0.6901408450704225	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.1549295774647887	0.3380281690140845	1.0	0.0	1.0	0.9859154929577464	1.0	1.0	0.0	0.8591549295774648	0.0	0.0	1.0	0.6901408450704225	1.0	0.4366197183098591
